#Time 	Sensor1         Sensor2         Target          Time            Vel             
#================================================================

10      	29.70, -15.96, -6.93 	-0.33, 0.29, -6.64 	-12.86, 15.32 	13,22,45,809		0.00,0.00	0,0 	0
14      	29.70, -15.96, -6.93 	-0.34, 0.29, -6.64 	-12.86, 15.32 	13,22,45,818		0.00,2.41	0,0 	0
22      	29.70, -15.98, -6.93 	-0.33, 0.30, -6.63 	-12.86, 15.32 	13,22,45,827		1.33,1.78	0,0 	0
32      	29.70, -15.96, -6.93 	-0.34, 0.30, -6.62 	-12.86, 15.32 	13,22,45,838		1.07,0.96	0,0 	0
40      	29.66, -15.99, -6.96 	-0.33, 0.30, -6.64 	-12.86, 15.32 	13,22,45,847		6.59,1.20	0,0 	0
49      	29.66, -16.00, -6.96 	-0.34, 0.32, -6.64 	-12.86, 15.32 	13,22,45,857		1.18,1.61	0,0 	0
58      	29.66, -16.00, -6.95 	-0.35, 0.30, -6.65 	-12.86, 15.32 	13,22,45,867		0.00,1.59	0,0 	0
66      	29.66, -15.99, -6.96 	-0.35, 0.32, -6.65 	-12.86, 15.32 	13,22,45,876		1.33,1.34	0,0 	0
75      	29.69, -16.00, -6.92 	-0.37, 0.32, -6.64 	-12.86, 15.32 	13,22,45,886		4.44,2.14	0,0 	0
84      	29.70, -15.99, -6.93 	-0.37, 0.30, -6.64 	-12.86, 15.32 	13,22,45,896		1.60,1.19	0,0 	0
92      	29.70, -16.02, -6.91 	-0.35, 0.30, -6.64 	-12.86, 15.32 	13,22,45,905		4.00,2.41	0,0 	0
101     	29.71, -16.02, -6.91 	-0.36, 0.30, -6.63 	-12.86, 15.32 	13,22,45,915		1.07,1.07	0,0 	0
110     	29.70, -16.02, -6.90 	-0.37, 0.29, -6.63 	-12.86, 15.32 	13,22,45,925		1.07,1.59	0,0 	0
118     	29.71, -16.02, -6.91 	-0.37, 0.30, -6.65 	-12.86, 15.32 	13,22,45,934		1.20,1.34	0,0 	0
127     	29.70, -16.02, -6.91 	-0.35, 0.29, -6.64 	-12.86, 15.32 	13,22,45,944		1.07,2.46	0,0 	0
136     	29.71, -16.02, -6.91 	-0.37, 0.27, -6.64 	-12.86, 15.32 	13,22,45,954		1.07,3.17	0,0 	0
144     	29.68, -16.05, -6.91 	-0.37, 0.28, -6.64 	-12.86, 15.32 	13,22,45,963		6.26,1.34	0,0 	0
153     	29.68, -16.05, -6.91 	-0.37, 0.28, -6.63 	-12.86, 15.32 	13,22,45,973		0.00,0.00	0,0 	0
162     	29.68, -16.09, -6.90 	-0.36, 0.28, -6.63 	-12.86, 15.32 	13,22,45,983		4.85,1.07	0,0 	0
170     	29.68, -16.08, -6.90 	-0.36, 0.28, -6.63 	-12.86, 15.32 	13,22,45,992		1.33,0.00	0,0 	0
179     	29.71, -16.05, -6.89 	-0.38, 0.28, -6.62 	-12.86, 15.32 	13,22,46,2		4.79,2.14	0,0 	0
188     	29.68, -16.09, -6.89 	-0.38, 0.28, -6.60 	-12.86, 15.32 	13,22,46,12		5.72,0.00	0,0 	0
196     	29.70, -16.15, -6.90 	-0.38, 0.29, -6.62 	-12.86, 15.32 	13,22,46,21		7.08,1.34	0,0 	0
205     	29.70, -16.15, -6.90 	-0.40, 0.29, -6.62 	-12.86, 15.32 	13,22,46,31		0.00,2.14	0,0 	0
214     	29.68, -16.12, -6.87 	-0.40, 0.30, -6.64 	-12.86, 15.32 	13,22,46,41		3.19,1.19	0,0 	0
223     	29.68, -16.12, -6.87 	-0.39, 0.32, -6.63 	-12.86, 15.32 	13,22,46,51		0.00,1.59	0,0 	0
231     	29.68, -16.10, -6.89 	-0.40, 0.30, -6.63 	-12.86, 15.32 	13,22,46,60		2.66,1.78	0,0 	0
240     	29.68, -16.11, -6.89 	-0.40, 0.29, -6.62 	-12.86, 15.32 	13,22,46,70		1.18,1.19	0,0 	0
249     	29.65, -16.17, -6.90 	-0.41, 0.28, -6.62 	-12.86, 15.32 	13,22,46,80		7.31,1.59	0,0 	0
257     	29.65, -16.17, -6.90 	-0.41, 0.30, -6.63 	-12.86, 15.32 	13,22,46,89		0.00,2.67	0,0 	0
266     	29.65, -16.18, -6.87 	-0.41, 0.30, -6.62 	-12.86, 15.32 	13,22,46,99		1.18,0.00	0,0 	0
275     	29.70, -16.19, -6.86 	-0.40, 0.29, -6.62 	-12.86, 15.32 	13,22,46,109		6.53,1.61	0,0 	0
283     	29.67, -16.22, -6.87 	-0.40, 0.28, -6.60 	-12.86, 15.32 	13,22,46,118		6.26,1.34	0,0 	0
292     	29.67, -16.22, -6.87 	-0.40, 0.28, -6.62 	-12.86, 15.32 	13,22,46,128		0.00,0.00	0,0 	0
301     	29.66, -16.18, -6.87 	-0.41, 0.30, -6.63 	-12.86, 15.32 	13,22,46,138		4.85,2.62	0,0 	0
309     	29.61, -16.20, -6.86 	-0.41, 0.30, -6.63 	-12.86, 15.32 	13,22,46,147		6.59,0.00	0,0 	0
318     	29.64, -16.18, -6.86 	-0.42, 0.32, -6.61 	-12.86, 15.32 	13,22,46,157		3.99,1.61	0,0 	0
327     	29.69, -16.18, -6.84 	-0.38, 0.34, -6.62 	-12.86, 15.32 	13,22,46,167		6.42,4.86	0,0 	0
335     	29.68, -16.17, -6.85 	-0.39, 0.33, -6.62 	-12.86, 15.32 	13,22,46,176		1.79,1.78	0,0 	0
344     	29.73, -16.17, -6.85 	-0.39, 0.34, -6.64 	-12.86, 15.32 	13,22,46,186		5.35,1.19	0,0 	0
353     	29.72, -16.17, -6.85 	-0.39, 0.34, -6.64 	-12.86, 15.32 	13,22,46,196		1.07,0.00	0,0 	0
361     	29.76, -16.13, -6.85 	-0.39, 0.34, -6.64 	-12.86, 15.32 	13,22,46,205		6.26,0.00	0,0 	0
370     	29.72, -16.13, -6.85 	-0.38, 0.32, -6.62 	-12.86, 15.32 	13,22,46,215		4.28,2.62	0,0 	0
379     	29.71, -16.13, -6.85 	-0.39, 0.32, -6.61 	-12.86, 15.32 	13,22,46,225		1.07,1.07	0,0 	0
388     	29.72, -16.16, -6.83 	-0.39, 0.32, -6.61 	-12.86, 15.32 	13,22,46,235		2.60,0.00	0,0 	0
396     	29.72, -16.17, -6.83 	-0.40, 0.30, -6.62 	-12.86, 15.32 	13,22,46,244		1.33,1.78	0,0 	0
405     	29.72, -16.12, -6.85 	-0.40, 0.33, -6.64 	-12.86, 15.32 	13,22,46,254		4.74,2.38	0,0 	0
